,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
4101,Newton 1-17-276-2,cm recommended client to take life skills for anger management once week.cm will follow up with client to have mentoring session.,Good progress,substance abuse/anger management/life skill,Client has anger issues .,need something,intake,16.0,1,12.0,,1.868383353,0.34973686,-3.24503815
4123,Newton 2-23-15-1,"client has no medical coverage, needs to see a doctor to be checked. client had not seen a doctor and needs to be checked for any physical ailments.",Task/Service successfully completed,get mentored for school/work,Needs medical access to obtain healthy living. Has nitt Ben to a doctor in a few years,face spme kind of problem,intake,24.0,1,13.0,,-4.764739977,-0.8700771540000001,-3.880761891
4151,Newton 2-23-69-2,"enroll client in gryd program, anger management classes, have client attend employment readiness workshops and trc group/individual counseling services.",Task/Service successfully completed,substance abuse/anger management/life skill,Summary Probation,face spme kind of problem,intake,19.0,1,13.0,,-1.789701793,,0.66729817
4169,Newton 2-23-84-1,drug counseling services. ciw will conduct drug free world session with client each week for 5 weeks.,Task/Service successfully completed,get mentored for school/work,"client has issues with a friends that encourages him to smoke. parent caught son with weed. Referral will be done to shields his therapy location.
",face spme kind of problem,intake,14.0,1,13.0,-8.583600888,-1.177516947,-0.596116836,-3.880761891
4177,Newton 2-23-86-2,"ciw will take client to obtain her california identification card, due to client's financial state, a fee waiver will be used to help client. ",Task/Service successfully completed,get mentored for school/work,Client is in need of a California identification card.,anger related issues,intake,17.0,2,13.0,,2.737758575,-0.23635471,-3.69734782
4186,Newton 2-23-92-2,cm will develop an action plan to work around clients school schedule to come in 2x a week to complete community service hours for probation requirements.,Task/Service successfully completed,get mentored for school/work,"Client needs Community service hours completed, for clients probation conditions. ","id, work related isssues",intake,15.0,1,13.0,,1.941347708,0.951746257,1.853999821
4194,Newton 2-23-113-2,enroll client in trc core group.,Task/Service successfully completed,get mentored for school/work,Client assessment indicated client need trauma counseling. ,anger related issues,intake,15.0,2,13.0,,-0.25861768,,-0.08944994699999999
4215,Newton 2-23-126-1,have client participate in program to keep him away from negative peers. client has positive outlook.,Task/Service successfully completed,get mentored for school/work,Minimizing interaction with negative peers.,face spme kind of problem,intake,16.0,1,13.0,4.022208409,-0.86262463,-3.387048783,1.585961245
4265,Newton 2-23-129-2,"review video's, psa's and speak with client about domestic violence. offer support and a safe place for client to express feelings and vent about stressors. ",Excellent progress,get mentored for school/work,Client has a very conflicted relationship with his girlfriend. Girlfriend may be pregnant. ,face spme kind of problem,intake,24.0,1,13.0,,-9.198091059,,0.780834927
4289,Newton 2-23-130-1,client has improved his behavior through the guidance and anger management sessions that he's done with voala team. client learned to solve his problems through none violence. ,Task/Service successfully completed,get mentored for school/work,"client has behavior issues, likes to fight in school.",need something,intake,14.0,1,13.0,,0.36743425,2.142968731,1.178707463
4307,Newton 2-23-132-1,cm will provide client with job readiness workshop.,Task/Service successfully completed,developmental asset,client is in need of a job. ,anger related issues,intake,23.0,1,13.0,,3.139395033,0.473467541,-4.329781489
4319,Newton 2-23-135-1,program will provide gang awareness and life skill workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client hangs out with active gang members,face spme kind of problem,intake,21.0,2,13.0,,0.651631384,-1.0546268840000002,-2.956039882
4327,Newton 2-23-138-1,"client will commit to job readiness workshops, cm will be following up with client to implement these workshops to achieve these goals. ",Task/Service successfully completed,get mentored for school/work,Client Needs job readiness workshops to learn how to establish a foundation in the work fields. ,"id, work related isssues",intake,20.0,1,13.0,,4.413101239,0.9002645420000001,-3.088125396
4335,Newton 2-23-139-1,cm will implement structure for client to commit 2x a week to make sure all service needs get met. ,Task/Service successfully completed,get mentored for school/work,Client needs to establish how to resume build. Clients needs to be provided with resume building workshops to continue how to submit forms needed for a job. ,"id, work related isssues",intake,20.0,2,13.0,,-2.789753827,-1.41326782,0.22556142
4346,Newton 2-23-141-1,"discuss with client the positive outcome in reducing negative influence,  making him see that family is first in order to have him strive in school. client is spending less time with negative peers and more time with the gryd program. ",Task/Service successfully completed,get mentored for school/work,Client needs to  minimize interaction with negative peers.,"id, work related isssues",intake,17.0,1,13.0,,0.009958374,-6.790298855,-1.4054643480000002
4367,Newton 2-23-151-1,"client changed his negative peer interaction to social activities, he no longer has the restrictions of gang boundaries.",Task/Service successfully completed,get mentored for school/work,Client has boundaries that are not easy to cross due to him being a gang member.,face spme kind of problem,intake,24.0,1,13.0,-5.308334426,1.290389585,-2.909649197,-0.285508158
4389,Newton 2-23-156-1,"team motivated client until he completed his substance abuse program, terminated his probation and obtained a part time job.",Task/Service successfully completed,get mentored for school/work,"Client needs assistance with gang intervention services, substance abuse, and counseling services.",face spme kind of problem,intake,26.0,1,13.0,5.178874262,-3.748265949,1.281673048,2.857408727
4408,Newton 2-23-167-1,drug problem-refer to webber,Task/Service successfully completed,get mentored for school/work, client tested dirty for Marijuana/ uses alcohol occasionally,face spme kind of problem,intake,17.0,1,13.0,,-1.951935219,1.159550829,-4.490654027
4456,Newton 2-23-175-1,team will mentor client and have client participate in more positive recreational activities at voala.,Task/Service successfully completed,get mentored for school/work,"Client has behavioral issues with mother. Per mother, client doesn't listen to her and stays out at night to hang out with negative peers. ",face spme kind of problem,intake,14.0,2,13.0,,-1.133185645,-1.195396581,0.475902448
4458,Newton 2-23-181-1,client will come to program and work on community services hours,Task/Service successfully completed,get mentored for school/work,client has been assigned 47 hours of community service from an outstanding ticket . ,face spme kind of problem,intake,16.0,2,13.0,,,-0.986106153,-3.931908953
4507,Newton 2-23-183-1,client will continue his community service hours until all requirements from probation officer are terminated.,Task/Service successfully completed,get mentored for school/work,"Client needs assistance completing his community service hours, in order to meet his probation requirements. ","id, work related isssues",intake,16.0,1,13.0,,-2.164815296,-1.606640421,3.4387225110000004
4539,Newton 2-23-185-1,"cm will provide job readiness workshop, client will be referred in house job/readiness workshops to complete advancement skills towards a better career. ",Task/Service successfully completed,developmental asset,client has only worked part time temporary summer jobs in past. Client needs Job readiness workshop skills to further clients education skills to complete applications. ,"id, work related isssues",intake,19.0,2,13.0,,-2.668526413,-2.076702992,-1.45661141
4576,Newton 2-23-198-1,client will attend the program until he completes all probation requirements.,Task/Service successfully completed,get mentored for school/work,Client is on probation and needs assistance meeting requirements. ,"id, work related isssues",intake,18.0,1,13.0,,-7.284400944,-2.449653293,3.457946795
4594,Newton 2-23-200-2,"have client lead peer group meeting, have client assist in leading, playing life-kills workshops. give client the task of meeting 2 new people.",Good progress,get mentored for school/work,Anti-social behavior. Very quit. Stays to her-self,face spme kind of problem,intake,15.0,2,13.0,,5.322946881,-4.045147259,-1.800046812
4598,Newton 2-23-201-1,client will continue to follow all program days work at snl and stay on the positive track with mentoring.,Excellent progress,get mentored for school/work,client resides in the GRYD needs to stay focused client is an easy target to follow the negative crowd.,face spme kind of problem,intake,18.0,2,13.0,,0.8346646329999999,0.959083272,0.401362645
4600,Newton 2-23-204-1,job leads and job readiness workshops will be provided by cm. client will come in twice a week to have access for job searches online.,Task/Service successfully completed,get mentored for school/work,"Client is looking for employment, and would like to be referred to access Guard card school.",face spme kind of problem,intake,18.0,2,13.0,,4.124044649,-1.205463248,-5.196776292
4608,Newton 2-23-210-1,introduce client to alternative art classes. push client to show his art.,Excellent progress,get mentored for school/work,Client does not believe in his own abilities. ,face spme kind of problem,intake,17.0,1,13.0,,-1.923893145,0.278244417,-1.40875442
4617,Newton 2-23-215-1,referred client to hopics for trauma counseling.  ,Task/Service successfully completed,get mentored for school/work,TRC-Core Trauma Referral shows that client needs Trauma sessions. ,face spme kind of problem,intake,15.0,1,13.0,,-0.407800994,-2.055448469,-3.299475284
