ID,Strategy,Progress,Classification,Strategy_Label
Foothill-14-491-1,ciw gave family the number of mental health services in granada hills so they could contact them,Some progress,0,Mentorship for school/job readiness
Foothill-14-492-1,ciw will be working with client on housing resource,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-492-1,ciw will be assisting with employment leads. ,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-493-1,cm will be assisting client with housing resources,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-494-1,"ciw will be providing food bank, resource ",Some progress,0,Mentorship for school/job readiness
Foothill-14-495-1,ciw will be providing advocacy at court,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-496-1,ciw will assist client with job readiness and job search ,A Little progress,0,Mentorship for school/job readiness
Foothill-14-497-1,ciw will be assisting client with local 300 job readiness,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-498-1,ciw will assist and advocate for client in court,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-499-1,case manager will be providing client with educational support ,Some progress,0,Mentorship for school/job readiness
Foothill-14-500-1,ciw will assist with educational support in finding school and enrolling ,A Little progress,0,Mentorship for school/job readiness
Foothill-14-500-1,ciw will assist client with mentoring in an effort to reduce involvement,Some progress,0,Mentorship for school/job readiness
Foothill-14-500-1,"ciw is providing advocacy with probation status, also safe passage qq",Good progress,0,Mentorship for school/job readiness
Foothill-14-501-1,ciw will provide advocacy to client with probation status,A Little progress,0,Mentorship for school/job readiness
Foothill-14-501-1,ciw and cm will assist client with dcfs case ,Some progress,0,Mentorship for school/job readiness
Foothill-14-502-1,"ciw will be assisting with job readiness documentation, and job search. ",A Little progress,0,Mentorship for school/job readiness
Foothill-14-502-1,client will be provided with housing resources,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-503-1,ciw will assist with work ready documentation and job search,A Little progress,0,Mentorship for school/job readiness
Foothill-14-504-1,ciw will assist job readiness documentation and job search,A Little progress,0,Mentorship for school/job readiness
Foothill-14-505-1,cm will provide educational support ,A Little progress,0,Mentorship for school/job readiness
Foothill-14-509-2,ciw will assist in job readiness job search ,A Little progress,0,Mentorship for school/job readiness
Foothill-14-510-1,"ciw will be assisting with job readiness, work ready documents, search. ",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-511-1,"ciw and cm will assist in providing job resources, job search and tools ",A Little progress,0,Mentorship for school/job readiness
Foothill-14-511-1,ciw and cm will aid in providing resources for housing,A Little progress,0,Mentorship for school/job readiness
Foothill-14-512-1,cm will provide educational/academic assistance,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-514-1,case manager will be providing educational and college support,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-515-1,case manager will provide counseling and supportive assistance for drug awareness and abuse,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-515-1,case manager will seek support from school to monitor school attendance ,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-516-1,"case manager will assist with job readiness, employment search",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-517-1,case manager is to provide mentoring and positive role modeling in an effort to reduce involvement/affiliation,A Little progress,0,Mentorship for school/job readiness
Foothill-14-517-1,"case manager will assist with job readiness, and job search",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-518-1,case manager will be providing job readiness support and job search/lead ,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-518-1,case manager will be providing mentoring and supporting client to minimize involvment with negative peers ,A Little progress,0,Mentorship for school/job readiness
Foothill-14-519-1,client will be doing community service in local community church to fulfill probation requirement.,Some progress,2,Engage in community service
Foothill-14-519-1,case manager will be providing educational support and counsel in an effort to ensure successful attendance and academic performance. ,Some progress,0,Mentorship for school/job readiness
Foothill-14-519-1,"case manager will provide job readiness assistance, resume and job search",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-520-1,ciw and cm will assist with homeless situation and resources,No progress,0,Mentorship for school/job readiness
Foothill-14-520-1,"ciw and case manager will assist with job readiness skills, resume, work ready documents in order, and job search",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-521-1,case manager will meet with school administrators in an effort to provide support both in behavior and academic,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-521-1,"case manager will assist with drug and substance abuse awareness, will provide with presentation of the dangers of drug abuse",A Little progress,3,Substance abuse/Anger management/Life skill class
Foothill-14-522-1,"case manager will provide supportive service to encourage youth increase attendance and academics, cm will also be advocating at school ",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-522-1,case manager will be providing safe passage in an effort to prevent conflict. ,Some progress,0,Mentorship for school/job readiness
Foothill-14-523-1,case manager will be providing advocacy and support to comply with probation requirements,A Little progress,0,Mentorship for school/job readiness
Foothill-14-523-1,"case manager will be mentoring and guiding client in an effort to minimize involvement and affiliation, encourage to keep away and find other ways to stay busy and motivated",Some progress,0,Mentorship for school/job readiness
Foothill-14-524-1,ciw will be assisting with probation compliance ,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-524-1,ciw will be mentoring and addressing negative influence involvement and affiliation,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-525-1,"case manager will assist with job readiness skills, resume, job search, work ready documents",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Foothill-14-526-1,"case manager will assist client with job readiness, resume building, job search and work ready documents. ",A Little progress,0,Mentorship for school/job readiness
Foothill-14-526-1,case manager will assist with working towards credit recovery by motivating and encouraging ,Some progress,0,Mentorship for school/job readiness
