ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Foothill-14-410-1,high school credit recovery,"BE CONSISTENT MONITOR ATTENDANCE,EDUCATIONAL SUPPORT",Some progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-410-1,high school credit recovery,"INCREASE ATTENDANCE, CONCENTRATING WITH WORK AT HAND, TURNING IN SCHOOL WORK",Good progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-410-1,"no dedicated space to work on homework, too many distractions due to # of people in houshold","PROVIDING HER WITH TOOLS TO BECOME MOBILE, SUCH AS A LAPTOP DUE TO ENVIRONMENT AT HOME",Good progress,0,Emotional/behavior issues
Foothill-14-410-1,in need of tap card to transport to school and back home,case manager will be providing TAP card resource and submit requisition to cover cost of $43 for purchase of card. ,Good progress,0,Emotional/behavior issues
Foothill-14-412-1,probation,case manager to provide transportation and court advocacy,A Little progress,1,Need assistance with employment search
Foothill-14-412-1,"client has court ordered drug treatment, ","case to provide advocacy, support, transportation, for drug treatment",A Little progress,0,Emotional/behavior issues
Foothill-14-412-1,client is under attendance contract due to poor attendance.,"case to provide transportation, attendance tracking educational support",A Little progress,0,Emotional/behavior issues
Foothill-14-418-2,unemployed,"enroll in job training class, machinist",Some progress,0,Emotional/behavior issues
Foothill-14-419-1,poor academics,providing educational support at school,Some progress,0,Emotional/behavior issues
Foothill-14-428-1,visible tattoos,CLIENT WILL BE ENROLLED IN TATTOO REMOVAL PROGRAM ,Some progress,0,Emotional/behavior issues
Foothill-14-430-1,unwanted tattoos,signed up for tattoo removal treatment,Good progress,0,Emotional/behavior issues
Foothill-14-430-1,employment ,"job search, job readiness",Good progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-431-1,tattoo removal ,TATTOO REMOVAL REFERRAL,A Little progress,0,Emotional/behavior issues
Foothill-14-431-1,unemployed,"JOB READINESS, RESUME BUILDING",Some progress,0,Emotional/behavior issues
Foothill-14-432-2,in need of employment,"CASE MANAGER WILL ASSIST WITH JOB READINESS, AND JOB SEARCH ",N/A - not applicable to this phase,4,Need assistance with school enrollment/improving school grades
Foothill-14-432-2,living in unsafe neighborhood ,CASE MANAGER WILL MENTOR AND PROVIDE SUPPORT FOR CLIENT TO DISENGAGE FROM NEGATIVE PEERS CONSIDERING NEIGHBORHOOD BOUNDARIES,Some progress,0,Emotional/behavior issues
Foothill-14-434-1,anger management,ANGER MANAGEMENT,N/A - not applicable to this phase,0,Emotional/behavior issues
Foothill-14-434-1,"lack of focus, motivation, iep","LACK OF FOCUS, MOTIVATION, IEP",A Little progress,0,Emotional/behavior issues
Foothill-14-437-1,unwanted tattoos,tattoo removal resource,Good progress,0,Emotional/behavior issues
Foothill-14-437-1,lacking high school credits,"monitor attendance, offering educational support, accountability",Good progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-437-1,unemployed,"job search, job readiness, online application completion",Some progress,0,Emotional/behavior issues
Foothill-14-440-1,client was arrested due to anger issues,"case manager and client are seeking anger management classes, per court order",A Little progress,0,Emotional/behavior issues
Foothill-14-442-1,unemployed,"JOB READINESS, RESUME, JOB SEARCH",Some progress,0,Emotional/behavior issues
Foothill-14-442-1,in need of housing,IN NEED OF HOUSING,Some progress,0,Emotional/behavior issues
Foothill-14-443-1,probation in the community,probation,A Little progress,1,Need assistance with employment search
Foothill-14-443-1,client has unwanted tattoos ,recommend tattoo removal enrollment,A Little progress,0,Emotional/behavior issues
Foothill-14-444-1,unemployed,"job search, complete online application for SNL job opportunity",Some progress,0,Emotional/behavior issues
Foothill-14-444-1,educational support,educational support at school,Some progress,0,Emotional/behavior issues
Foothill-14-445-1,school enrollment,educational support for school enrollment,A Little progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-445-1,anger management issues,anger management classes ,N/A - not applicable to this phase,0,Emotional/behavior issues
Foothill-14-445-1,court ordered 100 hrs. of community service,assist with community service enrollment and completion of 100 hrs. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Foothill-14-446-1,court ordered gang counseling,ASSIST WITH GANG COUNSELING REQUIREMENT IN HOUSE,A Little progress,0,Emotional/behavior issues
Foothill-14-446-1,probation supervision in the community,"COMPLY WITH PROBATION REQUIREMENTS, CM TO PROVIDE ADVOCACY",Some progress,0,Emotional/behavior issues
Foothill-14-447-1,"unsafe in neighborhood, safe passage to school and back",provide transportation to from home to school and back,Good progress,0,Emotional/behavior issues
Foothill-14-450-1,enrolled in school but not attending,place on attendance contract in an effort to improve ,A Little progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-451-1,poor attendance,"put attendance contract in place, provide transportation as needed in an effort to improve attendance. ",A Little progress,0,Emotional/behavior issues
Foothill-14-455-1,currently homeless,referred to The Village for housing assistance,Some progress,0,Emotional/behavior issues
Foothill-14-455-1,unemployed,"assist with employment job readiness, will be applying for SNL",Some progress,0,Emotional/behavior issues
Foothill-14-456-1,substance abuse ,case manager set appointment for Phoenix House assessment ,A Little progress,0,Emotional/behavior issues
Foothill-14-456-1,gang affiliation,engage client in community engagement social activities in an effort to reduce time spent in neighborhood ,A Little progress,0,Emotional/behavior issues
Foothill-14-457-1,"currently staying with non-relatives, homeless",case manager assisted with housing The Village is currently working on housing situation,Some progress,0,Emotional/behavior issues
Foothill-14-457-1,currently unemployed,"case manager assisted with online job search, applied for SNL, submitted application online.",Some progress,0,Emotional/behavior issues
Foothill-14-458-1,unemployed,case manager will assist with job readiness and job search tools,N/A - not applicable to this phase,0,Emotional/behavior issues
Foothill-14-460-1,needs to be enrolled in school,assist with finding school and get enrolled,Some progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-460-1,seeking to transfer to another school,CASE MANAGER WILL BE VISITING ANOTHER SCHOOL ON 01/14/2019,Good progress,0,Emotional/behavior issues
Foothill-14-461-1,not currently enrolled in school,case manager will provide educational support and school advocacy for enrollment,A Little progress,4,Need assistance with school enrollment/improving school grades
Foothill-14-461-1,needs to transfer to another school,CM will visit school when it is back in session 01/14/19. CM will continue services as needed.,Good progress,0,Emotional/behavior issues
Foothill-14-462-1,client is in need of employment,"case manager will assist with job readiness, job search",N/A - not applicable to this phase,4,Need assistance with school enrollment/improving school grades
Foothill-14-467-1,poor attendance,monitor school attendance,A Little progress,0,Emotional/behavior issues
