sentiment,selected_text
fear,We were driving on a very dusty road at night and the driver tried to overtake a very big truck only to find another big truck parked right in front.
sadness,ah **** ... my chest hurts now
anger,The insurance cover is designed to protect intermediaries against suits for damages brought by irate customers . 
worry,and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug
worry,much better to me.
sadness,
neutral, OK . 
neutral,
neutral,I can barely focus
neutral,didn`t even get a chance to use
fear,The Spirit of causes disease.
neutral,nice big screen!
sadness,Got in a car accident! Pr
sadness,I got such bad cards... i suck
neutral,
worry,Good mornin
fear,"When your back from a busy day, didnt get to watch the match and than realize I hope I recorded  :| "
worry,sucks
worry,"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R."
sadness,My back hurts
neutral,Can`t wait to go to bed
worry,SCREWED
neutral,Hanging with  for the weekend
sadness,At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral.
worry,nervous
worry,loose
neutral,six more finals to go
worry,Baltimore beat the Yankees
worry,"i misss my phone,"
worry,Thank
sadness,are you having a bad day?
worry,weather sucks
worry,
neutral,My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link
sadness,"Oh , my God ! I feel nothing is going smooth . "
neutral,Feeling kind of sentimental
neutral,like
neutral,"check out her new song 'sentimental, wat-a-joke-ental' she`s a fren"
anger,"` I am practical , "" Jessamy insisted with some annoyance . "
anger, I'm about to explode ! You ’ Ve made a mess of this matter . 
worry,
fear,Resist Launch out into the deep!
neutral,
sadness,"Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting"
sadness,so tired!
neutral,Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full..
worry,but I don`t think I can get there
neutral,Experimenting.  With puppet again. I think I just wiped my drive on my workstation
sadness,"When I realized the burden it was for my mother to look after all of us, all by herself."
worry,Hope she`s okay!
neutral,"gonna head to bed then work, then moncton to see Jill"
worry,I think I lost all of my blog posts
sadness,
sadness,miss
neutral,"Marley won`t watch the French Open unless it`s in HD, which it`s not...   But my latest political ad is:"
neutral,I`d just plain go crazy
neutral,god you guys...i`ll call you guys...three way. to discuss.
neutral,
worry,I feel really bad
sadness,I dont feel good AT ALL. fuckkk
neutral,
worry,
worry,haha it`s great. but i slept horribly last night.
worry,they all left
sadness,sad
neutral, Really ? 
neutral,Friday and it`s raining
neutral,sure i willl ....
worry,yupp t`s better than people being rude to her
worry,I couldn`t find P4 so I couldn`t show Brantley my feet  and now its raining
neutral,
neutral, Me too . 
worry,"I never know whether they include me. Just straight white men, right? I wanna be part of the problem too."
anger, I'd say all you've done is moved the dirt from the windows on to your face and hands . Disgraceful ! 
worry,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL
neutral,Happy
anger, I wasn't done talking to you . 
neutral," Yes , sir . "
fear,"One day before Christmas, I went shopping with my brother and his friend. We had a good time. But on the way home we were almost in an accident because the weather was bad."
fear,freak that cockroach who flew during choir practice. #cockroach #anything else but cockroach NOT!!!!
neutral,work work work!
worry,
worry,. Lover
neutral,Going to learn the hoedown throwdown today.
sadness,
worry,
worry,hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!
sadness,
neutral," No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . "
neutral,
sadness, That's too bad . I need to discuss these plans with him . 
neutral,
fear,Fear is the mind-killer. I will face my fear. I will permit it to pass over me and through me 
anger,"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing."
neutral,
sadness,misses my cousins so badly!!
worry,I hate that meself
worry,never becomes familiar
worry,good luck
neutral,Ur welcome
sadness,i have no followers
sadness,
worry,not near as exciting as
sadness,
neutral,
sadness,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz
worry,?  Missing you  SADS
neutral,
neutral,"well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozing"
worry,Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA
worry,
neutral,maybe cause you look so innocent
worry,
anger, Don ’ t tell me what to do ! I ’ ll get to it when I get around to it ! 
neutral,
neutral, Why ? 
fear,"Genghis Khan, Adolf Hitler, Benito Mussolini, Napoleon Bonaparte and LaToya Jackson all share a common of cats."
sadness,
worry,
neutral,sense and sensibility here we come! BE
sadness,I miss nicc today.
fear,Finding out that a boy I do not like is in love with me.
neutral,How did your book signing go?  If I lived there I would`ve came!
neutral,
worry,
sadness,When they gave away my dog to other people without my knowledge.
sadness,"wrong,"
neutral, I wish the store close to us was open 24 - house a day . 
worry,
neutral,.you know me to well i love it...soooo me lol
neutral,
worry,
sadness,boring
anger,He dipped the cotton wool in the water and dabbed at the livid puffy eyes . 
neutral,You`ve got to love fly tippers: http://tinyurl.com/mt4opc  Worst I`ve seen is a dead mule dumped on Holmbury Hill.
worry,
worry,
worry,
sadness,Sad
worry,
neutral,
worry,dont wanna go alone.
neutral, No . 
fear,@sachaLan Free Expression As Revolution 
sadness,Excellent
neutral, Absolutely . 
worry,
worry,I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive
worry,Good.
neutral,Hi to one kiwi artist from another kiwi artis
sadness,smiles
worry,I am so tired!
anger,An old woman was violently thrown down the stairs of the tube by a group of louts.
neutral,
neutral,Yes I do
anger,"To Meryl 's vexation , the boundary wall proved to be nearly eight feet high . "
neutral,"Full Time in tonight`s game, Ashington 0 - 5 Whitley Bay"
worry,down
sadness,
neutral,expensive
sadness,
neutral,
sadness,
neutral,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x
sadness,its friday & every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone
sadness,I suddenly found that those whom I considered to be my good friends did not care for me.  Although I could still be with them I felt unimportant.  I deeply thought about the reason behind this so as to see who was responsible for this.  Finally I made up my mind and decided not to expect too much from them.  I was sad when I decided that they were no longer my good friends.
sadness,Glad
worry,"dear  a)stop snoring and b) move from the middle of the bed, please."
neutral,
neutral,miss
sadness,"` Madam Speaker , I know that there will be great sadness at this news . "
neutral,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.
neutral,that never made it to the UK
neutral,It looks like it might rain
neutral, I hope so . 
sadness,I failed miserably.
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
neutral,Hope you have a great week ahead.
worry,can`t read it
neutral,"Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi"
worry,I have forgot the live with the Jonas Brothers on Facebook
anger,When I had an argument with my best friend and I thought that I was right and she was not.
worry,E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium
