GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Hollywood-12-34-1,"2,19,2016",1,14,2,10,3, ,0,0,0,25,0,0,0,777,6,2,2,1,1,1,When my brother got busted,1,3,5,4,4, ,4,3,2,2,2,4,3,5,5,1,1,3,0,,0,,0,,0,,1,24, ,Homies,Brother is in jail but this has brought me closer to my homies,No.,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0, ,0,5,4,777,1,3,4,5,4,5,4,4,2,4,5, ,5,3,5,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2, ,5,5,4,4,5,4,4,2,5,5,4,2,5,5, ,Homies,1, ,1,8,0,,4,16,14,23,1,1,2,2,2,2,2,7,3, ,7,2,3,2,3,2,4,3,3,5,1,5,4,5,1, ,4,4,4,5,3,4,4,3,5,5,2,3,4,3,3, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,1,Friends,0,Friends,1, ,5,5,3,4,3,7,3,3,3,4,4,4,5, ,5,2,5,4,4,2,3,3,3,4, ,2,3,3,2,2,3,6,5, ,3,2,3,1,3,4,4,Blank, ,777,Hollywood-12-34-1, , , , , , , ,no page 17 completed, 
Hollywood-12-36-1,"2,26,2016",1,25,1,10,3, ,0,0,0,0,0,0,0,777,5,4,4,1,1,1,I became homeless,1,5,5,4,4, ,5,1,4,3,4,2,2,5,5,2,2,5,1,0,1,0,1,0,1,0,0,, ,Droopy,Nothing,I started working as a welder and had a girlfriend,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,2,1, ,0,0,7,777,1,0,0,2,3,3,2,3,2,3,3, ,2,2,2,2,2,1,1,1,1,1,1,3,4,2,4,4,4,3, ,5,5,5,4,1,1,2,2,5,5,5,1,4,5, ,Homies,1, ,1,8,1,25,5,25,12,43,1,1,4,4,4,3,5,6,1, ,6,3,5,4,5,4,5,5,3,5,1,5,5,5,1, ,4,5,5,4,5,2,3,1,4,5,3,2,3,5,5, ,1,0,1,1,0,0.6,2, , , ,0,777,0,777,1,At Aztecs worksop,0,Other people,1, ,2,0,2,4,3,2,0,4,3,1,3,1,3, ,4,2,3,3,4,2,2,2,2,3, ,0,1,0,0,0,0,5,4, ,3,3,4,1,4,4,4,Blank, ,777,Hollywood-12-36-1, , , , , , , ,no page 17 completed, 
Southeast 1-22-17-1,"3,01,2016",1,18,1,19,1, ,1,0,1,20,2,0,3,Church,6,0,0,1,0,0,777,0,2,2,2,2, ,1,5,1,1,1,5,3,5,4,5,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,11,0,0,0, ,2,5,11,777,1,4,7,5,5,3,5,4,3,4,4, ,4,4,4,5,5,5,4,4,4,5,4,4,1,5,1,1,1,5, ,5,1,5,4,5,2,5,5,2,1,3,5,2,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,1,0,1,0.4,2, , , ,1,Neighborhood friends,1,Sport team,1,School friends,0,Neighborhood friends,1, ,4,4,4,1,1,0,2,4,2,2,3,3,3, ,2,3,1,2,1,4,2,1,5,3, ,3,3,2,1,0,0,0,0, ,4,3,3,3,3,4,4,Blank, ,777,Southeast 1-22-17-1, , , , , , , ,no page 17 completed, 
Southwest 2-23-39-1,"3,01,2016",1,18,2,23,3, ,1,0,0,16,2,0,0,777,1,1,1,0,0,0,777,0,2,2,3,3, ,2,3,3,2,2,4,3,4,3,4,5,2,1,2,0,,1,2,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,7,8,15,5, ,2,5,6,777,1,1,7,2,4,3,5,2,3,3,4, ,5,3,2,3,2,3,3,3,4,5,4,3,3,3,2,2,2,4, ,4,5,5,3,2,4,4,3,4,3,4,3,3,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,1,2, ,4,2,4,4,0,2,2,Blank, ,777,Southwest 2-23-39-1, , , , , , , ,no page 17 completed, 
Northeast-20-57-2,"3,01,2016",1,24,1,14,1, ,1,0,0,20,0,0,12,Working on all paperwork needed to work,6,0,0,1,0,0,777,0,1,2,2,1, ,1,5,1,1,1,5,3,4,5,2,4,5,0,,0,,1,0,0,,0,, ,No name,999,Maintaining a commited relationship,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2, ,1,20,3,777,1,2,7,5,5,3,5,5,5,5,5, ,5,1,5,4,5,5,5,5,5,5,5,5,1,5,1,1,1,5, ,5,5,5,3,5,1,5,5,5,2,5,5,1,5, ,No name,1, ,1,8,1,12,5,50,13,60,1,1,3,3,3,0,0,1,0, ,7,1,1,1,1,1,1,1,5,5,1,5,5,5,1, ,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5, ,1,0,1,0,0,0.4,1, ,11:00:00,11:10:00,1,"Alternative, high school friends",0,777,0,777,0,Girlfriend,1, ,5,5,5,5,5,5,2,5,1,5,5,5,5, ,2,5,1,1,1,5,5,4,5,3, ,3,0,2,0,4,4,0,0, ,2,2,1,4,0,3,4,Blank, ,777,Northeast-20-57-2, , , , , , , ,no page 17 completed, 
BVCB-0-140-2,"3,01,2016",1,19,1,22,4, ,0,0,0,20,0,40,5,Goal planning,,,999,999,999,,999,,2,3,2,2, ,1,5,1,1,1,5,4,5,5,2,4,5,1,0,1,0,0,,0,,1,0, ,Group,Everybody ran and left me.,New opportunities,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,10,9,12,7,0, ,1,10,9,777,1,5,7,4,4,4,4,4,2,2,3, ,1,1,1,3,2,1,4,4,4,4,4,5,3,3,2,2,2,4, ,4,1,4,4,3,3,3,3,3,3,3,3,3,3, ,Group,1, ,1,10,1,16,6,21,14,50,1,1,,999,,,1,1,999, ,999,3,2,2,2,2,4,2,2,3,3,3,3,3,3, ,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5, ,,,,,, ,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,,,,,,,,, ,2,2,2,1,2,3,2,Blank, ,777,BVCB-0-140-2,"3,01,2016","5,27,2016",1,3,2,2,2,Blank, 
Southeast 1-22-33-1,"3,02,2016",1,17,1,19,1, ,1,0,1,8,1,0,3.5,Help clean weight and locker room,3,1,1,0,0,0,777,0,2,2,2,2, ,3,4,2,2,2,4,4,5,5,2,2,5,1,90,1,180,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,2,0, ,0,0,6,777,1,3,5,5,3,5,5,5,5,5,5, ,5,5,5,5,5,3,1,4,4,4,4,4,3,3,3,3,2,3, ,5,2,5,4,4,4,4,4,4,4,4,4,5,1, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,School,1,Basketball,0,777,0,School,1, ,0,3,0,7,1,1,1,2,2,1,2,1,3, ,4,4,2,2,4,2,2,2,2,2, ,3,2,1,4,1,4,1,2, ,4,1,2,1,1,2,4,Blank, ,777,Southeast 1-22-33-1,"3,02,2016","3,03,2016",1,3,2,2,2,Blank, 
Southwest 1-15-244-2,"3,03,2016",1,30,1,22,3, ,1,0,0,0,0,40,2,CBI & Goal planning,3,1,1,0,0,0,777,0,2,2,2,3, ,2,4,2,2,2,4,3,3,3,3,3,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,3,0,0, ,4,20,3,777,1,5,7,5,5,4,4,4,5,4,4, ,2,2,2,2,2,2,4,4,4,4,5,5,4,4,2,2,2,3, ,5,5,5,3,4,3,4,3,3,3,3,3,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,1,0.6,2, , , ,1,Work,0,777,1,old school mates,0,Other,1, ,3,3,4,2,3,3,2,4,4,4,4,4,4, ,2,4,2,2,2,4,4,4,4,3, ,3,9,2,9,9,9,0,0, ,4,2,1,3,1,3,3,Blank, ,777,Southwest 1-15-244-2,"4,21,2016","5,20,2016",3,2,1,3,1,Blank, 
Hollenbeck 1-20-4-2,"3,03,2016",1,21,1,7,3, ,0,0,0,12,1,0,1.5,Urban Arts Movement Program Workshops,5,2,2,1,0,0,777,0,2,2,4,2, ,2,2,2,2,2,4,4,4,3,5,5,1,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,999,999,2, ,0,5,4,777,1,1,7,4,4,4,4,3,4,3,4, ,4,4,3,1,3,4,4,4,1,1,4,3,2,4,2,2,2,1, ,5,1,5,2,4,4,4,4,4,4,4,2,4,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,0,0,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,9,9,9,0,,0,0, ,2,3,1,3,0,3,4,Blank, ,777,Hollenbeck 1-20-4-2,"3,03,2016","3,04,2016",1,4,2,3,1,Client has made great progress. Client is really exceling in VAM Workshops., 
Olympic-12-29-1,"3,03,2016",1,14,2,15,3, ,0,0,0,30,3,0,3,Community hours at Church,6,4,4,0,0,0,777,0,2,4,5,4, ,4,3,5,4,4,3,3,3,4,5,5,5,0,,0,,0,,0,,0,, ,Homies,I've been talking to my mom more.,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0, ,0,5,3,777,1,0,5,2,1,4,4,4,2,3,3, ,3,4,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3, ,5,5,5,4,3,4,3,3,4,3,4,2,4,4, ,Friends,1, ,1,13,1,15,3,16,14,18,1,1,3,3,4,3,2,3,3, ,7,3,3,3,3,3,3,3,3,4,2,4,4,4,3, ,4,4,4,3,2,3,3,3,3,4,5,3,3,4,3, ,1,1,1,1,1,1,2, , , ,1,School friends,0,777,0,777,0,Squat,1, ,4,4,3,1,2,2,3,3,3,3,3,3,3, ,4,2,4,4,4,3,4,4,4,3, ,2,3,3,4,3,3,1,2, ,3,3,3,1,3,4,4,Blank, ,777,Olympic-12-29-1, , , , , , , ,no page 17 completed, 
Southeast 1-22-31-1,"3,04,2016",1,17,1,19,1, ,0,0,1,0,0,0,15,Training for football,2,2,2,1,1,1,Client declines to talk about it,1,4,3,2,1, ,1,4,1,1,1,5,4,2,5,4,2,4,0,,0,,0,,0,,1,1, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0, ,0,0,2,777,1,5,7,5,3,3,5,5,5,5,5, ,5,5,3,3,5,5,5,5,4,5,5,5,1,5,1,1,1,5, ,5,5,5,3,4,4,5,4,2,5,4,5,4,5, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,School/training/friends,1,Football team,1,Friends from the block,0,Football/training,1, ,0,3,0,7,1,1,2,3,4,1,4,3,5, ,5,2,4,4,4,2,3,3,3,4, ,3,2,2,4,2,2,3,6, ,4,2,2,2,2,3,3,Blank, ,777,Southeast 1-22-31-1, , , , , , , ,no page 17 completed, 
Foothill-14-227-1,"3,04,2016",1,19,1,5,1, ,0,0,0,3,0,0,0,777,6,5,5,1,1,0,777,0,4,3,2,4, ,3,3,3,3,3,3,3,5,5,1,1,5,1,2,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,1,2,999,2, ,1,0,4,777,1,2,1,2,2,2,3,1,1,4,3, ,2,4,3,3,2,1,3,3,2,4,3,2,4,5,5,4,2,3, ,5,5,5,4,4,5,4,2,3,4,2,4,3,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,0,777,0,777,0,777,1,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,4,2,9,5,4, ,4,1,3,4,2,5,1,"Participant is involved in ""group"" more than what he claims.", ,999,Foothill-14-227-1, , , , , , , ,no page 17 completed, 
77th 3-20-92-1,"3,04,2016",1,17,2,3,0, ,1,0,0,30,0,0,34,"Grooming, reading, writing, mentoring",5,1,1,1,0,0,777,0,2,3,2,2, ,2,4,2,2,2,4,4,4,4,3,3,3,1,0,0,,0,,0,,1,0, ,No group,777,777,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,1, ,0,0,6,777,1,0,7,4,4,3,3,3,1,4,5, ,3,3,2,2,2,4,3,3,4,4,4,4,3,3,2,2,2,2, ,5,3,5,3,3,4,4,3,3,4,4,3,3,3, ,No group,0,0,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,1,School friends,0,777,1,Friends,0,Friends (outside school),1, ,0,0,0,1,2,2,2,3,3,4,2,3,4, ,2,4,2,2,2,4,4,3,4,3, ,2,2,2,1,4,9,0,1, ,1,3,1,4,0,1,2,Blank, ,777,77th 3-20-92-1,"3,04,2016","3,04,2016",3,2,4,4,4,Blank, 
Southeast 1-22-23-1,"3,07,2016",1,17,1,19,4, ,1,1,0,4,6,24,18,999,3,1,1,1,1,1,Not able to see my daughter,1,5,5,3,5, ,4,3,2,2,4,3,5,5,5,4,2,2,1,24,1,180,0,,0,,0,, ,Bagos,"The homies gave me a gun, then told me I see a future in you to be in the Bagos","Getting shot in the leg or any other part of my body. If my mother pass I will have to take care of my brother, brother and one sister",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0, ,0,5,5,777,1,1,1,5,1,4,4,5,5,5,2, ,4,1,1,3,5,4,5,4,4,4,5,5,1,2,1,1,1,5, ,5,5,5,4,5,5,4,1,1,2,1,1,1,1, ,Bagos,1, ,1,12,1,17,2,17,15,50,1,1,4,4,3,5,5,7,3, ,7,4,4,4,4,4,4,4,4,4,2,2,2,2,2, ,5,5,5,5,4,4,4,2,3,5,3,3,3,4,4, ,1,0,1,1,0,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,3,0,2,1,0,5,5, ,4,2,3,2,5,2,3,Blank, ,777,Southeast 1-22-23-1,"3,07,2016","3,30,2016",3,2,3,4,2,Very slow progress, 
77th 3-20-39-2,"3,07,2016",1,17,1,3,3, ,0,0,0,30,0,0,7,999,4,0,0,1,1,0,777,0,4,3,1,4, ,3,2,2,1,2,2,2,2,2,1,3,2,1,5,0,,0,,0,,0,, ,999,I been shot at plenty of times.,777,0,0,0,0,0,0,1,0,1,0,0,0,0,999,0,0,999,2,999,999,999, ,1,5,3,777,1,5,6,2,4,4,2,3,4,3,5, ,4,4,5,5,5,5,4,2,2,3,4,4,5,2,2,4,2,2, ,4,5,5,4,5,4,2,2,3,2,2,3,3,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,1,My Homies,0,777,1,My homies and females,0,Friends,1, ,1,1,1,999,4,5,999,3,2,,,,, ,,,,,,999,,,,, ,,,,,,,,, ,3,3,2,2,2,2,2,Blank, ,777,77th 3-20-39-2, , , , , , , ,no page 17 completed, 
Harbor-21-111-1,"3,08,2016",2,20,1,6,3, ,1,0,0,0,0,40,0,777,4,1,1,1,0,1,Best friend was killed in a car to car shooting,0,2,2,3,2, ,2,4,2,2,4,4,3,3,4,2,2,3,0,,0,,0,,0,,0,, ,E3,Nothing,No,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,999,999,4,2,999, ,2,10,6,777,1,4,5,5,4,3,4,3,4,4,5, ,4,2,4,3,4,4,4,3,3,3,4,4,2,4,2,2,2,4, ,5,5,5,3,2,2,4,3,4,4,4,3,3,2, ,E3,1, ,1,15,1,19,6,20,15,60,1,1,4,4,4,4,3,3,2, ,7,2,2,2,2,4,4,3,3,3,3,2,2,2,3, ,4,4,4,3,2,2,2,2,4,4,2,2,2,4,5, ,0,0,0,0,1,0.2,2, , , ,0,777,0,777,1,Neighbors to watch soccer,0,Soccer,1, ,5,5,5,0,3,2,2,3,3,2,2,4,4, ,3,3,2,2,4,4,4,3,4,3, ,2,2,2,3,1,0,0,0, ,1,3,3,3,2,3,4,Blank, ,777,Harbor-21-111-1,"3,08,2016","3,08,2016",1,3,3,3,3,Blank, 
Northeast-20-25-2,"3,08,2016",1,16,2,14,0, ,1,0,0,25,0,0,0,777,5,3,3,1,1,1,Transferring out of schools,1,3,5,3,5, ,3,2,5,3,3,2,2,4,3,3,1,5,0,,0,,0,,0,,0,, ,No name,"The death of my cousin by his own best friend, helps me not to trust anyone",Moving schools,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,999,1,2, ,0,,2,777,1,1,7,3,3,1,2,1,4,3,4, ,1,3,3,3,2,2,3,3,4,4,4,5,2,4,2,2,2,4, ,5,5,5,4,4,4,2,4,4,4,2,3,2,4, ,No group,0,0,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,1,Acquintances,0,Acquaintances,1, ,5,3,4,1,1,1,999,2,4,4,4,4,4, ,4,3,3,2,2,4,5,5,5,4, ,2,,,9,9,9,6,3, ,2,3,0,1,1,3,4,Blank, ,777,Northeast-20-25-2, , , , , , , ,no page 17 completed, 
Northeast-20-12-2,"3,08,2016",1,18,2,14,4, ,0,1,0,0,0,0,11,"Drug program, job preparation, GRYD",6,4,4,1,0,1,Can't smoke anymore,1,2,4,5,3, ,4,3,2,2,4,4,4,4,5,2,2,4,1,120,0,,0,,0,,0,, ,Homegirls,"Yes, turning 18 and having to look for a job. Getting locked up has helped me stay away from trouble",Turning 18 and having to get a job,0,0,0,0,0,0,0,1,0,0,0,0,1,1,999,0,1,0,2,4,1, ,1,31,7,777,1,3,2,3,3,1,1,2,3,5,5, ,5,3,3,2,1,3,3,2,3,2,4,4,2,1,3,4,2,2, ,5,5,5,4,5,5,3,1,5,5,5,1,5,5, ,Homegirls,1, ,1,15,1,18,3,20,17,32,1,1,4,4,5,2,3,4,2, ,6,3,2,4,4,5,3,4,3,5,3,4,4,5,2, ,5,5,5,5,3,4,4,2,4,5,5,2,4,3,3, ,1,0,1,0,1,0.6,2, , , ,0,777,1,Drug Program. GRYD,1,Boyfriend + Best friend,1,Ride or dies,1, ,5,4,5,3,5,7,3,4,4,4,4,4,5, ,4,3,3,3,3,3,4,4,4,4, ,1,2,3,1,0,1,4,5, ,2,3,3,3,3,3,4,Blank, ,777,Northeast-20-12-2, , , , , , , ,no page 17 completed, 
Northeast-20-97-2,"3,08,2016",1,15,2,14,3, ,0,0,0,20,4,0,0,777,6,5,5,1,0,1,Family situation/home problems,1,3,3,3,2, ,2,4,2,3,2,4,4,3,3,2,2,3,0,,1,1,0,,0,,1,2, ,Friends,"""2 of my friends got hurt really bad""","""Nothing""",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0, ,,0,5,777,1,2,0,3,2,4,4,3,4,4,4, ,1,3,3,1,1,3,3,3,2,2,2,2,3,3,2,3,2,4, ,4,3,4,4,2,4,4,2,3,4,3,3,4,4, ,Friends,1, ,1,12,1,15,3,16,14,29,1,1,2,2,4,0,1,0,2, ,5,3,3,3,3,2,4,4,3,3,2,4,4,4,2, ,4,4,4,4,2,4,4,2,4,4,3,3,3,4,3, ,1,0,1,1,1,0.8,2, , , ,1,School friends. Childhood friends.,0,777,1,Same friends from school,0,Squad,1, ,5,2,4,2,3,3,4,4,3,2,3,3,4, ,3,3,2,2,3,4,4,4,4,4, ,0,2,4,4,4,4,3,2, ,3,2,2,2,2,3,4,Blank, ,777,Northeast-20-97-2,"3,08,2016","3,10,2016",3,3,3,2,3,Blank, 
Southeast 1-22-15-1,"3,08,2016",1,18,2,19,2, ,0,0,1,1,2,0,1,999,3,1,1,1,0,1,My friend died of cancer,1,2,2,4,3, ,2,4,2,2,2,4,4,5,5,5,5,4,1,60,0,,0,,0,,0,, ,No name,When I got to be on my own,"Enroll in school, had a job, legal issues taken care of",1,1,0,999,0,999,0,999,0,999,999,999,999,999,999,999,999,999,999,999,1, ,1,0,1,777,1,0,0,1,1,1,1,1,1,1,1, ,3,1,1,2,3,1,2,2,3,4,3,2,3,2,2,4,4,2, ,4,4,5,4,2,4,4,3,4,4,4,2,2,4, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,9,9,9,9,9,0,0, ,,,,,,,,Blank, ,777,Southeast 1-22-15-1,"3,08,2016","3,30,2016",1,4,4,2,2,Client has made progress toward treatment goals, 
Foothill-14-219-1,"3,09,2016",1,18,2,5,3, ,0,0,0,4,2,0,0,777,7,3,3,1,0,1,Ex-boyfriend drama,1,2,4,5,4, ,5,2,1,4,1,4,4,5,5,3,2,3,0,,0,,0,,0,,0,, ,Terra Bella,"My brother was shot and killed so that's why I don't want to hang out with them because if you hang out with them, b/c you're cool with someone you can be shot at","Yes, I want to get myself up and do good, get my life going, and not be down like them.",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,3, ,0,5,3,777,1,1,2,5,4,3,3,3,3,2,4, ,4,2,4,2,,4,5,2,3,3,5,5,4,4,2,4,1,4, ,5,5,5,4,5,4,5,5,4,2,2,5,3,5, ,Terra Bella,1, ,1,16,1,18,3,20,19,20,1,1,0,0,2,0,0,0,0, ,7,2,2,1,1,1,3,2,5,4,2,5,3,5,2, ,1,1,1,1,1,1,1,1,4,4,3,2,4,2,3, ,1,1,1,1,1,1,2, , , ,1,School friends,1,Female empowerment,1,Old schools,0,Female empowerment group,1, ,2,0,5,3,1,0,9,4,5,3,3,4,3, ,1,1,1,1,1,4,5,1,4,3, ,1,0,9,0,0,0,1,1, ,3,2,2,1,2,3,3,Blank, ,777,Foothill-14-219-1, , , , , , , ,no page 17 completed, 
Foothill-14-211-1,"3,09,2016",1,16,2,5,1, ,0,0,0,35,0,0,12,999,,,999,0,0,1,Getting locked up,1,3,3,3,2, ,1,4,2,2,1,5,3,3,2,5,4,2,1,67,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,3,1,0,1,1, ,2,20,6,777,1,5,7,5,5,5,3,5,5,5,5, ,3,4,3,4,4,3,3,4,4,4,4,4,2,4,2,2,2,4, ,5,5,5,3,4,4,4,4,3,3,4,4,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,1,1,0,0.4,1,"3,11,2016", , ,1,G.A.N.G.,0,777,1,999,0,G.A.N.G.,1, ,5,5,5,0,4,3,3,4,4,4,4,4,4, ,2,3,1,3,4,4,1,3,2,3, ,2,0,3,1,1,1,0,1, ,,,,,,,,Blank, ,777,Foothill-14-211-1, , , , , , , ,no page 17 completed, 
